Area,Latitude,Longitude,Date,Crime_Type
Ameerpet,17.428296095721645,78.44986959614396,2023-05-20 11:19:00,Robbery
Banjara Hills,17.40870128867114,78.41984674068225,2023-03-24 05:29:00,Assault
Banjara Hills,17.416591860595066,78.44405677629913,2023-03-15 03:17:00,Auto Theft
Ameerpet,17.433161524766476,78.45015640528312,2023-04-13 18:50:00,Burglary
Miyapur,17.48816252759281,78.3535502055574,2023-08-31 02:32:00,Assault
Miyapur,17.496125516349103,78.34549368633499,2023-05-09 16:53:00,Auto Theft
Banjara Hills,17.419190453151355,78.42583111865723,2023-04-26 14:09:00,Burglary
Ameerpet,17.425250693623475,78.45712475838225,2023-02-10 15:27:00,Robbery
Miyapur,17.484544246717768,78.35017482853694,2023-05-14 08:23:00,Auto Theft
Kukatpally,17.4958080387046,78.41614668315867,2023-06-24 23:18:00,Kidnapping
Kukatpally,17.50091671060978,78.390854350023,2023-12-09 01:18:00,Kidnapping
Banjara Hills,17.406172784061173,78.439405714594,2023-09-10 16:55:00,Assault
Chintal,17.488556747252808,78.44824377415574,2023-09-11 22:37:00,Auto Theft
Kukatpally,17.513179420299924,78.40382143692196,2023-02-18 21:20:00,Auto Theft
Kukatpally,17.510042848607476,78.39009855093144,2023-11-20 07:54:00,Assault
Kukatpally,17.50837784552058,78.39246498225003,2023-09-12 10:33:00,Burglary
Banjara Hills,17.41847835121866,78.4405507020246,2023-03-13 05:59:00,Theft
Kukatpally,17.519696282603867,78.40262662259934,2023-04-03 08:10:00,Auto Theft
Ameerpet,17.43872029918169,78.4560634365065,2023-08-10 01:42:00,Kidnapping
Chintal,17.487484492030188,78.44847678501837,2023-04-07 18:32:00,Ganja Smuggling
Miyapur,17.493883564470995,78.34662360748167,2023-03-09 11:03:00,Robbery
Banjara Hills,17.423492782336954,78.4154640714277,2023-04-25 17:53:00,Burglary
Miyapur,17.49201063549971,78.34896915275166,2023-02-14 19:46:00,Robbery
Banjara Hills,17.432040176500006,78.43837165405044,2023-01-31 16:23:00,Assault
Kukatpally,17.485857617116192,78.4140489842416,2023-03-17 12:27:00,Auto Theft
Banjara Hills,17.429227772891796,78.44771096693466,2023-09-18 14:13:00,Kidnapping
Miyapur,17.50037857543416,78.3650057681167,2023-06-05 20:20:00,Kidnapping
Chintal,17.477066282722035,78.44120220642787,2023-09-24 22:19:00,Auto Theft
Chintal,17.494457457924728,78.45021442047344,2023-07-10 02:55:00,Theft
Ameerpet,17.449158778114572,78.44508040686884,2023-04-03 04:42:00,Burglary
Banjara Hills,17.413399569867657,78.43449072063686,2023-08-17 22:04:00,Ganja Smuggling
Miyapur,17.492983257571563,78.3762730422889,2023-05-20 05:13:00,Ganja Smuggling
Ameerpet,17.4147508471088,78.45666783348194,2023-05-19 17:55:00,Kidnapping
Banjara Hills,17.404761582609154,78.4311531964007,2023-04-29 17:16:00,Burglary
Ameerpet,17.439435869950657,78.4337997744215,2023-09-15 05:47:00,Kidnapping
Kukatpally,17.490832465696176,78.40804208648835,2023-08-31 09:13:00,Theft
Kukatpally,17.494613432062224,78.42060395610956,2023-02-18 17:20:00,Theft
Chintal,17.467156609642267,78.4363387334132,2023-03-07 08:16:00,Ganja Smuggling
Banjara Hills,17.405832088271726,78.4296983275572,2023-01-17 13:18:00,Burglary
Miyapur,17.499510012339186,78.36253767761146,2023-05-14 21:12:00,Assault
Chintal,17.48107225851973,78.44560470579356,2023-10-10 15:59:00,Ganja Smuggling
Chintal,17.48860549119552,78.43352227892247,2023-12-15 21:54:00,Auto Theft
Banjara Hills,17.40953005954117,78.44054725347037,2023-07-09 11:29:00,Ganja Smuggling
Miyapur,17.489848597007157,78.36973933523106,2023-06-28 14:17:00,Ganja Smuggling
Banjara Hills,17.415256833476754,78.4321728405535,2023-11-15 12:56:00,Kidnapping
Kukatpally,17.516227110344644,78.4139959792743,2023-06-15 00:48:00,Burglary
Kukatpally,17.485732072844794,78.40222940778762,2023-10-23 16:15:00,Robbery
Kukatpally,17.508246748391983,78.40684356819308,2023-01-29 16:04:00,Assault
Kukatpally,17.49093015161122,78.40850408005187,2023-09-30 22:00:00,Auto Theft
Ameerpet,17.447692674781226,78.4437941916113,2023-08-02 21:18:00,Theft
Banjara Hills,17.398501870973224,78.43430476153836,2023-03-23 05:18:00,Auto Theft
Miyapur,17.48862288817121,78.36051550765477,2023-10-03 14:22:00,Kidnapping
Miyapur,17.507920545923522,78.35152402657421,2023-12-14 13:49:00,Theft
Ameerpet,17.44064225030676,78.45506652657043,2023-08-01 02:59:00,Kidnapping
Kukatpally,17.47907910730869,78.40148511548664,2023-12-11 23:36:00,Kidnapping
Ameerpet,17.429889011816897,78.43242151094464,2023-10-17 17:26:00,Assault
Kukatpally,17.509434174479768,78.40325390784363,2023-06-11 21:03:00,Ganja Smuggling
Banjara Hills,17.398255727475192,78.45471749889305,2023-12-06 23:14:00,Auto Theft
Banjara Hills,17.39855683583304,78.42886279354312,2023-08-21 10:46:00,Assault
Kukatpally,17.49062343144195,78.39086524909392,2023-07-21 16:14:00,Burglary
Miyapur,17.498957841863756,78.34742256270074,2023-08-24 09:31:00,Ganja Smuggling
Banjara Hills,17.41402212862658,78.43688475652986,2023-01-20 16:17:00,Theft
Banjara Hills,17.397967231879143,78.41274254539701,2023-10-05 14:07:00,Kidnapping
Kukatpally,17.48741284734458,78.39419860960537,2023-02-04 04:17:00,Burglary
Kukatpally,17.501275261809518,78.39939294277698,2023-11-14 22:58:00,Robbery
Miyapur,17.504569798661105,78.35683275688035,2023-05-21 02:24:00,Robbery
Miyapur,17.507756799321236,78.35923103058329,2023-07-13 18:52:00,Ganja Smuggling
Kukatpally,17.488597357033324,78.40253747351674,2023-05-18 06:35:00,Theft
Ameerpet,17.43760074066103,78.43749906484457,2023-07-23 15:55:00,Assault
Chintal,17.469187413621885,78.44134897337923,2023-02-23 05:48:00,Auto Theft
Kukatpally,17.49120708379173,78.39751175855007,2023-12-13 19:24:00,Robbery
Ameerpet,17.441714471827304,78.4450032689254,2023-04-13 04:19:00,Burglary
Ameerpet,17.423617139059523,78.46371005936925,2023-05-08 00:42:00,Ganja Smuggling
Miyapur,17.497902934257006,78.35023423036654,2023-06-27 02:55:00,Ganja Smuggling
Banjara Hills,17.404541390447466,78.44254195099987,2023-07-05 22:09:00,Assault
Miyapur,17.489789144711953,78.35992704856884,2023-05-09 10:13:00,Robbery
Miyapur,17.485414424940576,78.35051116957658,2023-03-27 07:43:00,Burglary
Chintal,17.47971260484631,78.4432043349713,2023-02-08 16:20:00,Ganja Smuggling
Kukatpally,17.48735308351839,78.40373243541717,2023-10-11 13:36:00,Assault
Chintal,17.49055836582927,78.47379070205687,2023-07-25 03:54:00,Ganja Smuggling
Banjara Hills,17.407410355923798,78.43706803933647,2023-12-14 05:09:00,Kidnapping
Ameerpet,17.428575350322845,78.45757406282469,2023-09-06 06:28:00,Burglary
Ameerpet,17.423434790263336,78.43818543426352,2023-06-08 21:22:00,Ganja Smuggling
Banjara Hills,17.41771555528522,78.43835431842825,2023-08-29 04:41:00,Auto Theft
Banjara Hills,17.411385128945597,78.42609997524879,2023-07-21 11:05:00,Theft
Ameerpet,17.429128507196893,78.45843557863375,2023-02-12 22:52:00,Theft
Ameerpet,17.436475850789027,78.45428939881118,2023-04-26 11:48:00,Burglary
Chintal,17.482242663555635,78.45354033931478,2023-12-24 15:54:00,Ganja Smuggling
Banjara Hills,17.412802482663643,78.43881289004527,2023-11-11 06:43:00,Kidnapping
Miyapur,17.491294508829466,78.34609142704448,2023-05-17 03:38:00,Ganja Smuggling
Chintal,17.50105317785898,78.46254824668925,2023-02-17 17:43:00,Auto Theft
Miyapur,17.48569788197277,78.37297166713162,2023-06-24 06:22:00,Theft
Kukatpally,17.495575984698412,78.40329840690754,2023-02-13 06:26:00,Theft
Banjara Hills,17.401053831756457,78.42271073928536,2023-12-02 20:49:00,Ganja Smuggling
Kukatpally,17.49477538803434,78.3894933634112,2023-02-12 14:33:00,Theft
Kukatpally,17.496828933792663,78.39680991978493,2023-11-16 13:21:00,Auto Theft
Chintal,17.49101295277331,78.44315098338329,2023-12-28 03:07:00,Ganja Smuggling
Kukatpally,17.495571818947223,78.4244637169888,2023-03-17 10:59:00,Theft
Banjara Hills,17.424571486883707,78.43491971217185,2023-12-09 07:04:00,Kidnapping
Chintal,17.496373089624598,78.44864741233539,2023-09-25 01:56:00,Theft
Ameerpet,17.41952856332371,78.46567059144553,2023-03-30 16:30:00,Auto Theft
Miyapur,17.4911998924122,78.35277242710094,2023-04-30 03:31:00,Ganja Smuggling
Banjara Hills,17.408443788200323,78.4367523815379,2023-10-01 21:34:00,Burglary
Miyapur,17.49506750983696,78.36079723904399,2023-08-30 05:27:00,Auto Theft
Chintal,17.48898126466947,78.43882270422031,2023-02-21 13:09:00,Ganja Smuggling
Banjara Hills,17.406417635754934,78.42818543313722,2023-02-22 03:06:00,Theft
Chintal,17.484108792871478,78.42776882027967,2023-10-11 09:32:00,Auto Theft
Miyapur,17.515286824798384,78.35676024328714,2023-12-30 05:29:00,Robbery
Ameerpet,17.439260499055234,78.44159842947596,2023-12-13 22:37:00,Ganja Smuggling
Kukatpally,17.513131141483985,78.38480910711903,2023-08-30 04:48:00,Auto Theft
Miyapur,17.502436912896062,78.36912543786208,2023-01-24 10:59:00,Robbery
Chintal,17.478060593566678,78.45153452364261,2023-03-11 18:37:00,Theft
Ameerpet,17.43183196547904,78.46892598540762,2023-10-10 12:10:00,Assault
Banjara Hills,17.416096652708962,78.4289352113174,2023-08-29 17:33:00,Kidnapping
Ameerpet,17.42007303298211,78.45726715683851,2023-03-24 17:23:00,Theft
Miyapur,17.497130176588993,78.3620368474138,2023-04-18 20:19:00,Auto Theft
Banjara Hills,17.435853820566827,78.44037256612626,2023-01-23 01:32:00,Assault
Chintal,17.482357310284293,78.45729829496133,2023-12-15 18:40:00,Theft
Ameerpet,17.442804587899392,78.44197327022682,2023-06-10 20:20:00,Burglary
Chintal,17.491720829036826,78.45770720223487,2023-06-14 14:39:00,Ganja Smuggling
Miyapur,17.506771915600407,78.35663198684023,2023-02-08 12:08:00,Assault
Banjara Hills,17.426997608419896,78.42501379118741,2023-03-31 17:33:00,Robbery
Kukatpally,17.482723702057566,78.41590729665477,2023-04-23 00:59:00,Assault
Miyapur,17.488399090664895,78.33354312239814,2023-09-27 08:44:00,Ganja Smuggling
Miyapur,17.486823435717117,78.35376739222335,2023-06-26 00:02:00,Robbery
Kukatpally,17.472436695006365,78.41524874397933,2023-09-19 22:04:00,Robbery
Miyapur,17.499675395415114,78.33756786302166,2023-03-04 10:52:00,Theft
Banjara Hills,17.42874905925972,78.44699369183583,2023-10-22 21:24:00,Ganja Smuggling
Kukatpally,17.498842465999864,78.40494430377547,2023-01-29 11:21:00,Theft
Kukatpally,17.49198536824951,78.3751040796211,2023-04-09 22:23:00,Assault
Chintal,17.494151060515215,78.45930799805423,2023-01-13 11:02:00,Ganja Smuggling
Banjara Hills,17.4226779357114,78.43002453452118,2023-10-13 20:10:00,Robbery
Miyapur,17.487234824035166,78.35961603037418,2023-03-22 19:19:00,Auto Theft
Kukatpally,17.506400484289067,78.40405396772115,2023-05-15 01:39:00,Burglary
Ameerpet,17.44208936806762,78.44374568060506,2023-02-22 11:52:00,Burglary
Ameerpet,17.428944673300943,78.45999538267608,2023-06-18 02:30:00,Robbery
Kukatpally,17.505165045175637,78.39230181451723,2023-10-08 08:51:00,Kidnapping
Banjara Hills,17.41076548146122,78.44140404863374,2023-04-03 06:15:00,Robbery
Miyapur,17.482330098603192,78.3626137305934,2023-12-04 11:19:00,Auto Theft
Kukatpally,17.49237509223375,78.40478558702007,2023-07-06 16:53:00,Ganja Smuggling
Ameerpet,17.430612676824133,78.42902435380978,2023-01-30 12:56:00,Auto Theft
Banjara Hills,17.412927881704203,78.44607161236058,2023-09-18 08:04:00,Ganja Smuggling
Miyapur,17.497177303936162,78.36792884253013,2023-02-18 10:06:00,Ganja Smuggling
Miyapur,17.479037160737192,78.36571579013096,2023-07-29 13:06:00,Robbery
Banjara Hills,17.40323262644694,78.41779680974123,2023-10-22 06:15:00,Ganja Smuggling
Banjara Hills,17.403191511277942,78.42566365636408,2023-07-18 01:38:00,Ganja Smuggling
Banjara Hills,17.415167472610396,78.44213133265426,2023-05-01 15:46:00,Theft
Banjara Hills,17.421385874932295,78.44309851459127,2023-09-19 03:04:00,Theft
Banjara Hills,17.424503614197523,78.43187206789891,2023-02-03 20:11:00,Auto Theft
Kukatpally,17.503593072927092,78.39999309198744,2023-03-13 00:22:00,Theft
Banjara Hills,17.41132198133855,78.44307836961212,2023-10-07 02:51:00,Kidnapping
Kukatpally,17.489959803768038,78.40764787443528,2023-07-30 07:04:00,Burglary
Ameerpet,17.452653967492637,78.45584292581421,2023-10-19 21:27:00,Ganja Smuggling
Miyapur,17.504775431521495,78.35575099745407,2023-07-02 00:49:00,Robbery
Banjara Hills,17.38841335237688,78.43534029955039,2023-08-19 01:18:00,Kidnapping
Chintal,17.48021727673981,78.45220721375924,2023-05-03 04:26:00,Ganja Smuggling
Chintal,17.463452562034703,78.44845914963051,2023-07-19 20:02:00,Auto Theft
Kukatpally,17.498154213204806,78.39471222955088,2023-09-27 07:41:00,Theft
Banjara Hills,17.422376329668015,78.43315754226977,2023-08-20 10:06:00,Robbery
Banjara Hills,17.41170588371638,78.43464841778768,2023-09-02 01:00:00,Assault
Kukatpally,17.506346336579057,78.37936756471248,2023-05-10 12:33:00,Robbery
Ameerpet,17.430471671870645,78.44725756156475,2023-05-31 00:07:00,Ganja Smuggling
Miyapur,17.487642643993663,78.35417183157475,2023-12-17 09:23:00,Auto Theft
Chintal,17.494343025841385,78.44992033993613,2023-01-13 23:05:00,Theft
Kukatpally,17.47913471503878,78.41570087102683,2023-02-19 17:57:00,Assault
Banjara Hills,17.416391236330693,78.42937298912446,2023-03-06 20:29:00,Robbery
Ameerpet,17.433972777717205,78.43969949154317,2023-05-15 11:46:00,Theft
Ameerpet,17.43451016002628,78.4623484013646,2023-05-01 08:49:00,Ganja Smuggling
Banjara Hills,17.423510279091914,78.43720147716036,2023-01-18 09:20:00,Robbery
Miyapur,17.494998932904753,78.3615996090086,2023-03-19 16:15:00,Burglary
Miyapur,17.483315986175267,78.36280913782416,2023-05-08 09:14:00,Theft
Kukatpally,17.493479603135178,78.39579460271949,2023-11-02 23:17:00,Burglary
Ameerpet,17.441622871338765,78.44528526382344,2023-02-21 20:15:00,Ganja Smuggling
Ameerpet,17.444618348830772,78.44089954406174,2023-06-24 03:23:00,Auto Theft
Banjara Hills,17.417365793965473,78.43308176771825,2023-04-11 03:19:00,Kidnapping
Miyapur,17.486708540882255,78.35827919025803,2023-11-15 04:56:00,Robbery
Kukatpally,17.506713791688483,78.38668953782111,2023-02-15 20:19:00,Burglary
Kukatpally,17.500962438096987,78.39348419429655,2023-07-14 15:41:00,Ganja Smuggling
Banjara Hills,17.395754555184794,78.41428114320594,2023-04-12 09:21:00,Auto Theft
Ameerpet,17.445258810940814,78.4490713608555,2023-06-11 15:51:00,Assault
Chintal,17.4791830771068,78.42406417187169,2023-12-11 08:24:00,Ganja Smuggling
Ameerpet,17.4459685374318,78.44303973468278,2023-06-24 10:41:00,Assault
Ameerpet,17.417116945901324,78.44884366847141,2023-09-10 00:15:00,Robbery
Kukatpally,17.488815459488546,78.40586688225335,2023-07-21 23:59:00,Kidnapping
Ameerpet,17.44573546119842,78.4483721958273,2023-01-11 06:27:00,Assault
Miyapur,17.50712631673679,78.37174336620895,2023-02-18 06:33:00,Auto Theft
Chintal,17.468022248914753,78.44366982197916,2023-10-01 09:41:00,Ganja Smuggling
Miyapur,17.50676475920408,78.35580973727312,2023-12-24 09:11:00,Assault
Banjara Hills,17.413654656882407,78.43005487234336,2023-03-24 16:36:00,Theft
Ameerpet,17.428515095132273,78.44549213503021,2023-03-03 16:59:00,Kidnapping
Ameerpet,17.45092776964423,78.44549494695904,2023-04-05 11:43:00,Assault
Kukatpally,17.503975292686913,78.3928369114551,2023-07-21 17:43:00,Auto Theft
Miyapur,17.486416688238755,78.35551157320253,2023-10-10 21:09:00,Burglary
Ameerpet,17.44958439989136,78.44045974349638,2023-09-08 17:15:00,Burglary
Banjara Hills,17.418995585655015,78.4412500313462,2023-12-09 06:40:00,Theft
Ameerpet,17.439902713227635,78.44924107146927,2023-06-27 10:39:00,Robbery
Kukatpally,17.51054600810528,78.38765124964164,2023-09-09 05:41:00,Burglary
Chintal,17.487719085909227,78.44345301708611,2023-05-16 10:55:00,Auto Theft
Chintal,17.493294987376007,78.44565790715006,2023-01-24 01:28:00,Theft
Kukatpally,17.504533374496134,78.39204024708685,2023-01-10 18:00:00,Ganja Smuggling
Kukatpally,17.501146119196513,78.4021545835784,2023-04-16 13:27:00,Kidnapping
Ameerpet,17.421040611022313,78.44794297767491,2023-02-05 16:17:00,Burglary
Ameerpet,17.455786252624417,78.43968408167498,2023-12-02 14:56:00,Ganja Smuggling
Ameerpet,17.451905148722254,78.45711145460619,2023-12-17 14:28:00,Assault
Banjara Hills,17.390344218036947,78.43945285774564,2023-12-15 15:50:00,Robbery
Miyapur,17.48846469038573,78.38433229510804,2023-02-20 11:55:00,Robbery
Miyapur,17.510620963746778,78.35210929382058,2023-08-12 14:50:00,Burglary
Ameerpet,17.4288061763481,78.46227084833522,2023-02-18 01:34:00,Burglary
Miyapur,17.502017465548693,78.35400939853784,2023-05-17 08:08:00,Auto Theft
Kukatpally,17.496649252866494,78.38869283415465,2023-02-27 09:04:00,Auto Theft
Kukatpally,17.500959550890443,78.40093940295931,2023-04-09 04:46:00,Theft
Ameerpet,17.414649221375672,78.43175708713817,2023-07-15 19:10:00,Burglary
Banjara Hills,17.416812890217987,78.42671973359955,2023-10-05 03:26:00,Kidnapping
Kukatpally,17.49158023009926,78.40760953569301,2023-02-24 12:28:00,Theft
Kukatpally,17.52415974874638,78.41233340552053,2023-05-24 20:03:00,Robbery
Miyapur,17.495028085446204,78.37097872219474,2023-07-22 21:10:00,Assault
Chintal,17.492826311343773,78.4482409775768,2023-08-28 12:17:00,Auto Theft
Kukatpally,17.490187329229816,78.39312468523357,2023-05-28 08:53:00,Kidnapping
Banjara Hills,17.41271208153196,78.41186719542473,2023-12-03 14:09:00,Assault
Miyapur,17.493824897432336,78.36212161565246,2023-01-04 04:56:00,Auto Theft
Ameerpet,17.437008772773773,78.45195136072175,2023-07-07 13:05:00,Burglary
Kukatpally,17.48608157467562,78.39297005789516,2023-01-31 19:37:00,Robbery
Banjara Hills,17.421348708753094,78.43938775206114,2023-10-13 12:01:00,Assault
Banjara Hills,17.41614929923393,78.43388076925154,2023-07-09 16:09:00,Burglary
Banjara Hills,17.41081779611,78.42617570950259,2023-03-12 07:46:00,Kidnapping
Banjara Hills,17.41161551733965,78.43203848601935,2023-08-01 01:54:00,Kidnapping
Banjara Hills,17.40022646309961,78.4293720678692,2023-11-11 06:32:00,Assault
Banjara Hills,17.412185420376705,78.42332399795036,2023-01-03 22:00:00,Burglary
Miyapur,17.493803200382757,78.35370965974296,2023-05-20 10:12:00,Ganja Smuggling
Chintal,17.50958250428997,78.44116767989375,2023-06-25 05:55:00,Auto Theft
Kukatpally,17.484339157798086,78.40427288578172,2023-10-26 19:22:00,Ganja Smuggling
Ameerpet,17.436430991929374,78.44620411868944,2023-08-05 04:42:00,Robbery
Banjara Hills,17.407176809143152,78.41004506006688,2023-11-19 21:50:00,Assault
Banjara Hills,17.425222267539255,78.4669982912681,2023-02-17 13:00:00,Kidnapping
Chintal,17.482479805080615,78.43923691862496,2023-08-06 09:31:00,Theft
Ameerpet,17.422974745536877,78.44012822548787,2023-11-06 06:36:00,Theft
Kukatpally,17.490558236472552,78.38980714828887,2023-03-17 06:47:00,Kidnapping
Banjara Hills,17.417492709224923,78.43402309745568,2023-08-15 10:06:00,Assault
Chintal,17.505651226225496,78.43129325995268,2023-08-06 13:09:00,Ganja Smuggling
Miyapur,17.49901869448318,78.35263308013205,2023-10-31 21:06:00,Auto Theft
Ameerpet,17.44969725872921,78.44704346567015,2023-09-09 20:51:00,Kidnapping
Kukatpally,17.483893730024885,78.42109589758046,2023-02-28 19:33:00,Robbery
Banjara Hills,17.41261655855622,78.4382202482879,2023-05-29 05:26:00,Robbery
Ameerpet,17.411824148820664,78.43400174686542,2023-11-16 13:03:00,Burglary
Chintal,17.468965052426263,78.45030425326989,2023-03-29 23:17:00,Theft
Banjara Hills,17.403015506187455,78.42894941803813,2023-10-15 04:32:00,Auto Theft
Chintal,17.46990877804886,78.45337376882763,2023-11-12 17:53:00,Auto Theft
Chintal,17.49481109144221,78.44420068642076,2023-07-14 13:13:00,Ganja Smuggling
Kukatpally,17.49641595318732,78.41246691849784,2023-05-18 14:35:00,Robbery
Kukatpally,17.485840529964115,78.40231034252862,2023-10-20 00:15:00,Auto Theft
Chintal,17.480139347814593,78.42706621461602,2023-04-10 21:47:00,Theft
Miyapur,17.504544109709236,78.36764215204143,2023-11-29 10:26:00,Assault
Ameerpet,17.43430894260216,78.45040104658155,2023-12-04 08:38:00,Burglary
Banjara Hills,17.397163694781263,78.44437429419155,2023-02-11 19:36:00,Burglary
Miyapur,17.501699379551695,78.37638037412795,2023-08-06 20:06:00,Kidnapping
Kukatpally,17.503701134004565,78.40548909470597,2023-09-15 19:03:00,Auto Theft
Chintal,17.490065773958495,78.45539029775318,2023-10-25 15:11:00,Theft
Kukatpally,17.51580987189813,78.3820071297996,2023-07-15 05:17:00,Kidnapping
Ameerpet,17.444646527715378,78.44413358181136,2023-03-10 18:17:00,Burglary
Ameerpet,17.445966506885828,78.45983085711948,2023-04-23 18:17:00,Burglary
Ameerpet,17.437847692480943,78.45938541409336,2023-05-30 03:58:00,Robbery
Ameerpet,17.445282916252584,78.44340237184196,2023-03-18 10:07:00,Theft
Miyapur,17.499077645534086,78.35699096712312,2023-08-27 13:21:00,Ganja Smuggling
Chintal,17.470436248337986,78.43856696108307,2023-02-28 08:52:00,Auto Theft
Miyapur,17.491566420309415,78.35770000282977,2023-01-22 02:22:00,Auto Theft
Chintal,17.499595423196112,78.46322254853176,2023-10-29 07:31:00,Theft
Chintal,17.489259780890055,78.43323355877746,2023-10-04 21:23:00,Auto Theft
Chintal,17.50455956890243,78.44005414028125,2023-06-04 12:33:00,Theft
Ameerpet,17.408162293527706,78.46155453061702,2023-12-24 00:00:00,Burglary
Miyapur,17.508274051445298,78.34937455322475,2023-08-10 12:59:00,Burglary
Chintal,17.480686780712883,78.45134645912341,2023-10-22 20:12:00,Theft
Chintal,17.495004850653736,78.44155699589088,2023-08-17 01:18:00,Auto Theft
Miyapur,17.498038542288736,78.3498878756221,2023-05-03 22:42:00,Assault
Banjara Hills,17.410715831530915,78.4388566337254,2023-11-22 10:48:00,Kidnapping
Chintal,17.485097911289976,78.4576101185487,2023-09-17 23:59:00,Ganja Smuggling
Ameerpet,17.435978641132063,78.45069918994024,2023-08-19 19:55:00,Kidnapping
Miyapur,17.496702718921224,78.3414777821276,2023-03-10 17:35:00,Auto Theft
Chintal,17.48340193445398,78.44104869332563,2023-02-25 17:29:00,Theft
Ameerpet,17.440871944225087,78.44196389609394,2023-07-03 11:54:00,Auto Theft
Banjara Hills,17.41257147729327,78.43101427090694,2023-04-25 12:15:00,Theft
Banjara Hills,17.418171715835168,78.43393587149048,2023-07-04 21:25:00,Burglary
Ameerpet,17.42719713597414,78.43197834430792,2023-10-01 19:12:00,Ganja Smuggling
Ameerpet,17.449349844476004,78.46637310819726,2023-04-26 12:01:00,Assault
Miyapur,17.500193163002123,78.36038188498921,2023-11-20 11:22:00,Burglary
Chintal,17.488256775383828,78.4537032820231,2023-04-28 00:21:00,Ganja Smuggling
Miyapur,17.489543545498798,78.34739064047358,2023-01-22 21:28:00,Burglary
Ameerpet,17.44001490716978,78.44170078908803,2023-08-12 02:25:00,Burglary
Miyapur,17.499601538261015,78.35816426918068,2023-04-14 01:47:00,Ganja Smuggling
Ameerpet,17.44586907469465,78.44601084648819,2023-09-22 13:43:00,Ganja Smuggling
Ameerpet,17.429175116363506,78.4660262020342,2023-02-23 10:05:00,Burglary
Kukatpally,17.512145247129883,78.40478497841734,2023-10-16 01:40:00,Theft
Banjara Hills,17.401220284205834,78.42331729730041,2023-06-27 13:33:00,Kidnapping
Ameerpet,17.457193403368198,78.45371936339883,2023-05-27 16:13:00,Robbery
Chintal,17.510411272464943,78.4725158964236,2023-12-21 19:56:00,Ganja Smuggling
Miyapur,17.49110687076389,78.36616506606057,2023-06-25 23:10:00,Burglary
Miyapur,17.511249714315813,78.35583752454056,2023-03-07 11:05:00,Auto Theft
Banjara Hills,17.407897988214188,78.42498681296155,2023-02-01 15:40:00,Auto Theft
Ameerpet,17.425528334073096,78.46492989702845,2023-12-03 19:13:00,Kidnapping
Chintal,17.464725246512327,78.42301176231419,2023-12-07 07:01:00,Theft
Chintal,17.484611711222215,78.44033986546818,2023-02-09 08:42:00,Auto Theft
Banjara Hills,17.42115735320861,78.4299504329548,2023-10-26 02:12:00,Ganja Smuggling
Kukatpally,17.48818010969253,78.41126800129219,2023-06-02 15:52:00,Auto Theft
Chintal,17.495518504822506,78.43828000181824,2023-10-31 14:01:00,Auto Theft
Kukatpally,17.498463274835412,78.40480677767081,2023-03-31 19:35:00,Ganja Smuggling
Chintal,17.48783542093825,78.44408345232807,2023-07-15 01:09:00,Ganja Smuggling
Miyapur,17.49855110068777,78.36723787051244,2023-02-16 08:51:00,Assault
Banjara Hills,17.406217070748887,78.41612023975108,2023-07-03 01:39:00,Burglary
Miyapur,17.511279267361598,78.37495677455081,2023-03-02 19:59:00,Auto Theft
Chintal,17.497013849835007,78.43260223315282,2023-05-27 21:40:00,Auto Theft
Banjara Hills,17.412037831878717,78.43376372214033,2023-07-23 15:16:00,Theft
Banjara Hills,17.424721821556403,78.43991557322798,2023-03-22 14:30:00,Assault
Chintal,17.49456641457097,78.44324228778268,2023-07-15 17:52:00,Theft
Banjara Hills,17.41392924701709,78.42752507008696,2023-10-18 16:36:00,Kidnapping
Ameerpet,17.440301210401294,78.44429535506676,2023-05-17 05:10:00,Assault
Ameerpet,17.43715797408569,78.44125087222444,2023-09-15 08:17:00,Burglary
Banjara Hills,17.4114101880855,78.42824606905413,2023-10-17 09:29:00,Assault
Miyapur,17.49593012769885,78.36221326553336,2023-09-05 19:38:00,Auto Theft
Chintal,17.481772239876364,78.43985877736314,2023-12-13 18:28:00,Auto Theft
Chintal,17.501880287218732,78.44898874639514,2023-09-08 11:53:00,Auto Theft
Miyapur,17.49030147371643,78.36311987133175,2023-03-22 04:58:00,Auto Theft
Kukatpally,17.51463272655921,78.39159608895704,2023-12-11 19:47:00,Ganja Smuggling
Banjara Hills,17.40942137563251,78.44585553725076,2023-04-12 07:19:00,Assault
Miyapur,17.498773137954924,78.34589607801193,2023-12-23 13:06:00,Auto Theft
Chintal,17.4864307240509,78.4488140404859,2023-10-22 19:58:00,Auto Theft
Banjara Hills,17.425622978319765,78.43165701675791,2023-03-10 03:13:00,Robbery
Chintal,17.48141562958609,78.45236542138267,2023-11-04 05:53:00,Ganja Smuggling
Miyapur,17.504790888524145,78.35279315999361,2023-09-25 01:43:00,Robbery
Miyapur,17.496218330915507,78.35647814049057,2023-06-29 20:45:00,Burglary
Ameerpet,17.43766018498813,78.4592902989453,2023-08-26 01:33:00,Burglary
Chintal,17.48917703366975,78.46689159720124,2023-05-01 22:10:00,Auto Theft
Kukatpally,17.491731682556114,78.39965143140543,2023-04-17 11:06:00,Ganja Smuggling
Banjara Hills,17.438574372073752,78.42340184969736,2023-12-09 16:27:00,Assault
Chintal,17.495608930257546,78.45767995345092,2023-02-25 02:52:00,Ganja Smuggling
